Count,Date,Hour,Temperature,Humidity,Wind,Visibility,Dew,Solar,Rainfall,Snowfall,Seasons,Holiday,Functioning,ID
916,30/5/2018,10,21.4,71,1.7,476,15.9,1.43,0,0,Spring,No Holiday,Yes,118903
975,30/5/2018,11,22.8,66,2.7,1270,16.1,2.76,0,0,Spring,No Holiday,Yes,659579
1187,30/5/2018,12,23.2,64,3,1305,16,2.08,0,0,Spring,No Holiday,Yes,403678
1134,30/5/2018,13,24,56,2.6,1282,14.6,2.94,0,0,Spring,No Holiday,Yes,335769
1119,30/5/2018,14,24.3,58,2.9,1211,15.5,2.92,0,0,Spring,No Holiday,Yes,517014
1280,30/5/2018,15,24.3,52,3,1447,13.8,2.55,0,0,Spring,No Holiday,Yes,454909
1571,30/5/2018,16,24.7,47,3,1594,12.6,2.44,0,0,Spring,No Holiday,Yes,746275
2166,30/5/2018,17,24.1,41,2.2,1980,10,1.9,0,0,Spring,No Holiday,Yes,773073
3251,30/5/2018,18,23.6,42,2.1,2000,9.9,1.23,0,0,Spring,No Holiday,Yes,874078
2650,30/5/2018,19,21.2,52,3.6,1856,10.9,0.55,0,0,Spring,No Holiday,Yes,329772
2224,30/5/2018,20,19.1,64,2.6,1530,12.1,0.06,0,0,Spring,No Holiday,Yes,328705
2074,30/5/2018,21,18.2,69,2,1286,12.4,0,0,0,Spring,No Holiday,Yes,907666
1732,30/5/2018,22,17.3,76,1.7,801,13,0,0,0,Spring,No Holiday,Yes,496903
1158,30/5/2018,23,16.4,80,1.5,642,12.9,0,0,0,Spring,No Holiday,Yes,577317
844,31/5/2018,0,15.8,82,1.6,546,12.7,0,0,0,Spring,No Holiday,Yes,374485
610,31/5/2018,1,15.5,82,1.5,513,12.4,0,0,0,Spring,No Holiday,Yes,810668
470,31/5/2018,2,15.2,84,0.7,485,12.5,0,0,0,Spring,No Holiday,Yes,172904
328,31/5/2018,3,15,84,1.3,473,12.3,0,0,0,Spring,No Holiday,Yes,928828
188,31/5/2018,4,14.8,85,0.7,478,12.2,0,0,0,Spring,No Holiday,Yes,452108
265,31/5/2018,5,14.4,82,1.2,708,11.3,0,0,0,Spring,No Holiday,Yes,298485
646,31/5/2018,6,14.3,82,0.7,653,11.2,0.05,0,0,Spring,No Holiday,Yes,746759
1401,31/5/2018,7,14.9,71,0.9,651,9.6,0.47,0,0,Spring,No Holiday,Yes,318505
2281,31/5/2018,8,16.9,65,1.6,896,10.2,1.21,0,0,Spring,No Holiday,Yes,251308
1277,31/5/2018,9,18.8,59,1.6,1233,10.6,1.9,0,0,Spring,No Holiday,Yes,677861
936,31/5/2018,10,20.8,54,1.2,1129,11.1,2.45,0,0,Spring,No Holiday,Yes,327627
979,31/5/2018,11,22,54,2.7,1189,12.2,2.89,0,0,Spring,No Holiday,Yes,824171
1134,31/5/2018,12,23.7,44,1.3,1624,10.7,3.2,0,0,Spring,No Holiday,Yes,911964
1151,31/5/2018,13,25,47,2.5,1120,12.8,3.34,0,0,Spring,No Holiday,Yes,421809
1164,31/5/2018,14,25.9,43,2.7,1493,12.3,2.97,0,0,Spring,No Holiday,Yes,479502
1280,31/5/2018,15,26.9,37,2.7,1850,10.9,2.9,0,0,Spring,No Holiday,Yes,832464
1550,31/5/2018,16,27.3,38,2.9,1784,11.7,2.41,0,0,Spring,No Holiday,Yes,632467
2047,31/5/2018,17,27.2,42,2.9,1828,13.1,1.79,0,0,Spring,No Holiday,Yes,976640
3119,31/5/2018,18,26.4,42,3.1,1995,12.4,0.79,0,0,Spring,No Holiday,Yes,725431
2534,31/5/2018,19,25.2,53,3.1,1983,0,0.51,0,0,Spring,No Holiday,Yes,180339
2164,31/5/2018,20,23.1,58,2.9,1950,14.3,0.06,0,0,Spring,No Holiday,Yes,772705
2070,31/5/2018,21,21.9,60,2.5,1551,13.7,0,0,0,Spring,No Holiday,Yes,813958
1900,31/5/2018,22,21.1,59,2.1,1874,12.7,0,0,0,Spring,No Holiday,Yes,529475
1343,31/5/2018,23,20.5,62,2.2,1903,12.9,0,0,0,Spring,No Holiday,Yes,744296
963,1/6/2018,0,20.1,63,1.1,1698,12.8,0,0,0,Summer,No Holiday,Yes,686875
776,1/6/2018,1,19.5,65,0.4,1662,12.7,0,0,0,Summer,No Holiday,Yes,214442
554,1/6/2018,2,19,72,1.4,1258,13.8,0,0,0,Summer,No Holiday,Yes,780332
366,1/6/2018,3,18.6,72,1.4,1340,13.4,0,0,0,Summer,No Holiday,Yes,578209
265,1/6/2018,4,18.1,76,1.8,561,13.7,0,0,0,Summer,No Holiday,Yes,443485
306,1/6/2018,5,17.8,75,1,1210,13.3,0,0,0,Summer,No Holiday,Yes,293048
672,1/6/2018,6,17.5,76,1.2,1161,13.2,0.05,0,0,Summer,No Holiday,Yes,280150
1421,1/6/2018,7,18.1,64,0.6,923,11.1,0.47,0,0,Summer,No Holiday,Yes,688385
2149,1/6/2018,8,20.6,55,0.7,1200,11.2,1.21,0,0,Summer,No Holiday,Yes,512413
1219,1/6/2018,9,23.1,52,1.7,1012,12.6,1.88,0,0,Summer,No Holiday,Yes,670254
862,1/6/2018,10,25.3,45,1.3,1371,12.5,2.45,0,0,Summer,No Holiday,Yes,966146
1036,1/6/2018,11,26.8,38,2.6,1879,11.2,2.99,0,0,Summer,No Holiday,Yes,608149
1076,1/6/2018,12,28.2,34,2.6,1867,10.8,3.26,0,0,Summer,No Holiday,Yes,999894
1093,1/6/2018,13,29.4,33,2.2,1535,11.4,3.3,0,0,Summer,No Holiday,Yes,123599
1071,1/6/2018,14,29.6,31,3.7,1988,10.6,3.25,0,0,Summer,No Holiday,Yes,376940
1235,1/6/2018,15,29.9,36,3.3,1866,13.2,2.94,0,0,Summer,No Holiday,Yes,492771
1488,1/6/2018,16,29.9,34,3.2,1912,12.3,2.46,0,0,Summer,No Holiday,Yes,417484
2123,1/6/2018,17,29.2,35,4.3,1967,12.1,1.87,0,0,Summer,No Holiday,Yes,227587
3088,1/6/2018,18,28.5,36,3,1981,11.9,1.21,0,0,Summer,No Holiday,Yes,782810
2505,1/6/2018,19,26.8,35,1.9,2000,10,0.54,0,0,Summer,No Holiday,Yes,355025
2163,1/6/2018,20,25,39,2.8,2000,10,0.06,0,0,Summer,No Holiday,Yes,416884
2066,1/6/2018,21,23.5,44,1.6,2000,10.5,0,0,0,Summer,No Holiday,Yes,333403
1991,1/6/2018,22,22.7,44,1.5,2000,9.8,0,0,0,Summer,No Holiday,Yes,505242
1440,1/6/2018,23,21.8,49,1.6,1965,10.6,0,0,0,Summer,No Holiday,Yes,231210
1248,3/6/2018,0,19.7,55,2,1986,10.3,0,0,0,Summer,No Holiday,Yes,535037
902,3/6/2018,1,19.2,57,0.8,1985,10.4,0,0,0,Summer,No Holiday,Yes,699260
673,3/6/2018,2,18.6,60,1.8,1841,10.6,0,0,0,Summer,No Holiday,Yes,106036
437,3/6/2018,3,18,64,1.3,1560,11,0,0,0,Summer,No Holiday,Yes,265293
294,3/6/2018,4,17.4,65,0.8,1093,10.7,0,0,0,Summer,No Holiday,Yes,285252
193,3/6/2018,5,17.1,66,0.3,1370,10.6,0,0,0,Summer,No Holiday,Yes,483804
228,3/6/2018,6,16.9,62,0.4,1768,9.5,0.06,0,0,Summer,No Holiday,Yes,947593
423,3/6/2018,7,18,54,0.7,1997,8.5,0.51,0,0,Summer,No Holiday,Yes,511931
659,3/6/2018,8,20.3,47,1.5,1785,8.6,1.05,0,0,Summer,No Holiday,Yes,178256
831,3/6/2018,9,22.7,39,0.7,1880,8,1.91,0,0,Summer,No Holiday,Yes,602479
938,3/6/2018,10,24.8,34,1.3,1869,7.8,2.09,0,0,Summer,No Holiday,Yes,846592
977,3/6/2018,11,26.7,30,1.1,1782,7.6,2.83,0,0,Summer,No Holiday,Yes,752305
1134,3/6/2018,12,28.7,27,1.7,1843,7.8,3.29,0,0,Summer,No Holiday,Yes,750636
1393,3/6/2018,13,29.4,24,2.7,1905,6.7,3.18,0,0,Summer,No Holiday,Yes,368840
1399,3/6/2018,14,29.8,26,2.2,1818,8.2,3.2,0,0,Summer,No Holiday,Yes,653401
1556,3/6/2018,15,30.7,21,2.5,1876,5.8,2.95,0,0,Summer,No Holiday,Yes,115496
1834,3/6/2018,16,30.4,28,3.6,1790,9.8,2.48,0,0,Summer,No Holiday,Yes,347119
2131,3/6/2018,17,29.5,29,4.1,1944,9.5,1.84,0,0,Summer,No Holiday,Yes,978096
2349,3/6/2018,18,29.3,25,2.4,1973,7.2,1.23,0,0,Summer,No Holiday,Yes,250520
2514,3/6/2018,19,27.4,29,2.4,2000,7.7,0.5,0,0,Summer,No Holiday,Yes,129547
2460,3/6/2018,20,25.3,32,2.2,1997,7.4,0.06,0,0,Summer,No Holiday,Yes,140466
2173,3/6/2018,21,24.2,32,2.1,2000,6.4,0,0,0,Summer,No Holiday,Yes,934569
1741,3/6/2018,22,23,38,1.2,1996,7.9,0,0,0,Summer,No Holiday,Yes,445733
1274,3/6/2018,23,22,44,0.8,1978,9.1,0,0,0,Summer,No Holiday,Yes,727712
938,4/6/2018,0,21.4,45,1.4,1964,8.9,0,0,0,Summer,No Holiday,Yes,517131
596,4/6/2018,1,20.7,47,0.9,1987,8.9,0,0,0,Summer,No Holiday,Yes,432925
351,4/6/2018,2,20.1,49,0.8,1978,9,0,0,0,Summer,No Holiday,Yes,368299
244,4/6/2018,3,19.6,51,1,1923,9.1,0,0,0,Summer,No Holiday,Yes,242972
172,4/6/2018,4,19.4,56,1.2,1752,10.3,0,0,0,Summer,No Holiday,Yes,930955
299,4/6/2018,5,19.2,56,0.9,1772,10.2,0,0,0,Summer,No Holiday,Yes,105316
742,4/6/2018,6,18.9,53,0.3,1871,9.1,0.04,0,0,Summer,No Holiday,Yes,553101
1505,4/6/2018,7,19.5,52,0.8,1818,9.3,0.46,0,0,Summer,No Holiday,Yes,206893
2287,4/6/2018,8,22.1,44,1.4,1435,9.2,1.16,0,0,Summer,No Holiday,Yes,648610
1243,4/6/2018,9,23.3,37,0.4,1336,7.7,1.28,0,0,Summer,No Holiday,Yes,647474
970,4/6/2018,10,25.1,40,2.7,1076,10.5,2.37,0,0,Summer,No Holiday,Yes,578620
1008,4/6/2018,11,26.1,37,2.4,1079,10.2,2.79,0,0,Summer,No Holiday,Yes,304218
1152,4/6/2018,12,26.3,36,3.1,1377,10,2.61,0,0,Summer,No Holiday,Yes,791844
1085,4/6/2018,13,27.4,30,2,1768,8.2,3.03,0,0,Summer,No Holiday,Yes,739270
1148,4/6/2018,14,26.5,43,3.9,1671,12.8,2.36,0,0,Summer,No Holiday,Yes,529893
1249,4/6/2018,15,25.5,43,2.9,1996,11.9,1.71,0,0,Summer,No Holiday,Yes,582498
1671,4/6/2018,16,25.5,43,3.2,1892,11.9,1.72,0,0,Summer,No Holiday,Yes,812885
2190,4/6/2018,17,24.9,46,2,1855,12.4,0.91,0,0,Summer,No Holiday,Yes,216175
3380,4/6/2018,18,24.4,48,1.9,1998,12.6,0.56,0,0,Summer,No Holiday,Yes,338644
2788,4/6/2018,19,23.9,51,2.3,2000,13.1,0.12,0,0,Summer,No Holiday,Yes,861363
2508,4/6/2018,20,23.4,43,1.1,2000,10,0.01,0,0,Summer,No Holiday,Yes,650726
2377,4/6/2018,21,22.6,62,1.1,1363,14.9,0,0,0,Summer,No Holiday,Yes,292000
2000,4/6/2018,22,22,64,1.8,1211,14.8,0,0,0,Summer,No Holiday,Yes,450676
1354,4/6/2018,23,21.4,68,2.7,972,15.2,0,0,0,Summer,No Holiday,Yes,806013
1268,6/6/2018,0,21.2,60,0.9,1789,13.1,0,0,0,Summer,Holiday,Yes,535033
1031,6/6/2018,1,20.6,63,0.6,1670,13.3,0,0,0,Summer,Holiday,Yes,184896
792,6/6/2018,2,20.1,65,1,1435,13.3,0,0,0,Summer,Holiday,Yes,805861
562,6/6/2018,3,19.6,68,1.7,1260,13.5,0,0,0,Summer,Holiday,Yes,964239
332,6/6/2018,4,19.2,68,0.8,1181,13.1,0,0,0,Summer,Holiday,Yes,258453
218,6/6/2018,5,18.7,73,1.4,1065,13.7,0,0,0,Summer,Holiday,Yes,534755
351,6/6/2018,6,18.5,73,1.1,1028,13.5,0.06,0,0,Summer,Holiday,Yes,792089
536,6/6/2018,7,19.3,63,0.7,916,12,0.46,0,0,Summer,Holiday,Yes,839302
799,6/6/2018,8,21.2,59,1.2,794,12.8,1.13,0,0,Summer,Holiday,Yes,478380
925,6/6/2018,9,22.9,56,2.3,763,13.6,1.74,0,0,Summer,Holiday,Yes,565813
1087,6/6/2018,10,24.3,53,2.9,949,14.1,2.37,0,0,Summer,Holiday,Yes,133450
1152,6/6/2018,11,25.8,52,2.1,905,15.1,2.84,0,0,Summer,Holiday,Yes,199320
1400,6/6/2018,12,27.3,51,2.8,703,16.2,3.16,0,0,Summer,Holiday,Yes,360343
1444,6/6/2018,13,27.3,52,3.1,613,16.5,3.21,0,0,Summer,Holiday,Yes,241516
1603,6/6/2018,14,27.4,50,3.5,615,16,3.01,0,0,Summer,Holiday,Yes,257318
1674,6/6/2018,15,27.6,49,3.7,656,15.9,2.79,0,0,Summer,Holiday,Yes,753578
1940,6/6/2018,16,27.9,47,2.8,824,15.5,2.36,0,0,Summer,Holiday,Yes,764241
2104,6/6/2018,17,27.4,48,2.7,1084,15.4,1.8,0,0,Summer,Holiday,Yes,108544
2162,6/6/2018,18,26.6,52,2.5,1368,15.9,1.09,0,0,Summer,Holiday,Yes,334804
2163,6/6/2018,19,24.9,56,3.1,1469,15.5,0.51,0,0,Summer,Holiday,Yes,784700
2145,6/6/2018,20,23.4,64,1.8,1144,16.1,0.07,0,0,Summer,Holiday,Yes,214083
1935,6/6/2018,21,22.1,72,2.5,923,16.8,0,0,0,Summer,Holiday,Yes,317558
1624,6/6/2018,22,20.8,78,1.8,763,16.8,0,0,0,Summer,Holiday,Yes,443277
1251,6/6/2018,23,20.1,77,3.1,797,15.9,0,0,0,Summer,Holiday,Yes,121015
926,8/6/2018,0,19.1,82,2.2,874,15.9,0,0,0,Summer,No Holiday,Yes,299725
769,8/6/2018,1,18.8,84,1.7,658,16,0,0,0,Summer,No Holiday,Yes,160935
525,8/6/2018,2,18.6,84,2.5,619,15.8,0,0,0,Summer,No Holiday,Yes,705605
365,8/6/2018,3,18.6,83,2.9,889,15.6,0,0,0,Summer,No Holiday,Yes,891972
255,8/6/2018,4,18.5,82,2,1072,15.3,0,0,0,Summer,No Holiday,Yes,339951
299,8/6/2018,5,18.6,81,0.8,1205,15.2,0,0,0,Summer,No Holiday,Yes,789134
744,8/6/2018,6,18.8,78,2,1259,14.8,0.01,0,0,Summer,No Holiday,Yes,468599
1544,8/6/2018,7,19.1,73,2,1300,14.1,0.3,0,0,Summer,No Holiday,Yes,869431
2348,8/6/2018,8,19.7,69,2,1448,13.8,0.54,0,0,Summer,No Holiday,Yes,769928
1283,8/6/2018,9,21.2,62,1.7,1384,13.6,1.45,0,0,Summer,No Holiday,Yes,969370
1002,8/6/2018,10,21.9,62,1.7,1664,14.2,1.36,0,0,Summer,No Holiday,Yes,514244
1095,8/6/2018,11,21.9,64,2.4,1359,14.7,1.03,0,0,Summer,No Holiday,Yes,808785
1256,8/6/2018,12,23.1,56,1.6,1222,13.8,1.71,0,0,Summer,No Holiday,Yes,502219
1314,8/6/2018,13,24.2,58,1.9,1015,15.4,1.87,0,0,Summer,No Holiday,Yes,267678
1249,8/6/2018,14,25,54,2.2,1146,15,1.86,0,0,Summer,No Holiday,Yes,240892
1416,8/6/2018,15,26.2,51,3.3,1104,15.2,2.87,0,0,Summer,No Holiday,Yes,973004
1668,8/6/2018,16,26.6,49,3.2,1200,15,2.35,0,0,Summer,No Holiday,Yes,163808
2314,8/6/2018,17,26.9,49,2.3,1210,15.2,1.72,0,0,Summer,No Holiday,Yes,403309
3309,8/6/2018,18,26.2,54,2.2,1183,16.1,0.88,0,0,Summer,No Holiday,Yes,982364
2797,8/6/2018,19,24.5,63,3.1,970,16.9,0.46,0,0,Summer,No Holiday,Yes,308605
2476,8/6/2018,20,22.6,71,1.8,856,17,0.11,0,0,Summer,No Holiday,Yes,739456
2337,8/6/2018,21,21.2,77,1.7,638,16.9,0,0,0,Summer,No Holiday,Yes,714221
2140,8/6/2018,22,20.5,78,0.9,550,16.5,0,0,0,Summer,No Holiday,Yes,486830
1672,8/6/2018,23,20,79,1.4,510,16.2,0,0,0,Summer,No Holiday,Yes,499044
1247,9/6/2018,0,19.7,83,1.5,390,16.7,0,0,0,Summer,No Holiday,Yes,860992
1029,9/6/2018,1,19.7,81,0.6,419,16.3,0,0,0,Summer,No Holiday,Yes,246933
732,9/6/2018,2,19.4,84,0.7,382,16.6,0,0,0,Summer,No Holiday,Yes,250475
535,9/6/2018,3,19.1,84,0.6,421,16.3,0,0,0,Summer,No Holiday,Yes,153815
352,9/6/2018,4,19,83,0.4,473,16,0,0,0,Summer,No Holiday,Yes,341133
262,9/6/2018,5,19,85,0.4,467,16.4,0,0,0,Summer,No Holiday,Yes,187329
381,9/6/2018,6,19,84,0.5,440,16.2,0.05,0,0,Summer,No Holiday,Yes,817520
616,9/6/2018,7,20.2,73,1.1,708,15.1,0.41,0,0,Summer,No Holiday,Yes,463340
963,9/6/2018,8,21.9,62,0.9,1071,14.2,1.03,0,0,Summer,No Holiday,Yes,865516
1102,9/6/2018,9,24,55,1.8,1411,14.3,1.81,0,0,Summer,No Holiday,Yes,373243
1156,9/6/2018,10,25.8,49,1.3,1442,14.2,2.42,0,0,Summer,No Holiday,Yes,832882
1200,9/6/2018,11,27.2,46,1.7,1301,14.5,2.88,0,0,Summer,No Holiday,Yes,604836
1462,9/6/2018,12,28.2,42,1.4,1563,14,2.84,0,0,Summer,No Holiday,Yes,938493
1583,9/6/2018,13,28.8,42,2,1438,14.6,2.38,0,0,Summer,No Holiday,Yes,169896
1744,9/6/2018,14,30.1,35,1.4,1583,12.9,2.53,0,0,Summer,No Holiday,Yes,851629
1890,9/6/2018,15,29.6,40,2.5,1546,14.5,1.96,0,0,Summer,No Holiday,Yes,258309
2297,9/6/2018,16,28.7,40,2.5,1474,13.7,1,0,0,Summer,No Holiday,Yes,649334
2355,9/6/2018,17,28.2,39,2.9,1653,12.9,0.7,0,0,Summer,No Holiday,Yes,615707
1934,9/6/2018,18,27.3,42,1.2,2000,13.2,0.19,0,0,Summer,No Holiday,Yes,180322
1058,9/6/2018,19,25.7,47,1.8,2000,13.5,0.04,0,0,Summer,No Holiday,Yes,881617
246,9/6/2018,20,23.7,62,1.6,1402,15.9,0,0.4,0,Summer,No Holiday,Yes,173977
225,9/6/2018,21,22.4,72,1.5,1816,17,0,0.1,0,Summer,No Holiday,Yes,676831
776,9/6/2018,22,21,75,1.3,2000,16.3,0,0,0,Summer,No Holiday,Yes,771914
766,9/6/2018,23,20.7,66,1.6,2000,14.1,0,0,0,Summer,No Holiday,Yes,389436
470,12/6/2018,0,18,94,0.7,1906,17,0,1,0,Summer,No Holiday,Yes,606482
454,12/6/2018,1,17.7,92,0.9,1958,16.3,0,0,0,Summer,No Holiday,Yes,343163
385,12/6/2018,2,17.7,87,1.2,2000,15.5,0,0,0,Summer,No Holiday,Yes,467270
206,12/6/2018,3,17.5,87,0.5,1995,15.3,0,0,0,Summer,No Holiday,Yes,402190
144,12/6/2018,4,17.5,84,0.8,2000,14.7,0,0,0,Summer,No Holiday,Yes,428931
296,12/6/2018,5,17.2,87,0.6,2000,15,0,0,0,Summer,No Holiday,Yes,141959
740,12/6/2018,6,16.7,85,1,2000,14.1,0.03,0,0,Summer,No Holiday,Yes,402830
1573,12/6/2018,7,17.1,77,1.5,1748,13,0.49,0,0,Summer,No Holiday,Yes,699580
2495,12/6/2018,8,19,67,1.1,1976,12.7,1.29,0,0,Summer,No Holiday,Yes,826773
1317,12/6/2018,9,21.1,60,0.9,1998,13,2.18,0,0,Summer,No Holiday,Yes,825430
971,12/6/2018,10,22.1,53,1.1,1999,12,2.28,0,0,Summer,No Holiday,Yes,688874
1092,12/6/2018,11,22.9,54,2.6,1959,13,2.56,0,0,Summer,No Holiday,Yes,558713
1202,12/6/2018,12,24,51,1.8,2000,13.2,2.29,0,0,Summer,No Holiday,Yes,804082
1215,12/6/2018,13,25.7,46,0.8,2000,13.2,3.18,0,0,Summer,No Holiday,Yes,155362
1246,12/6/2018,14,25.6,45,2.2,1961,12.7,1.39,0,0,Summer,No Holiday,Yes,130280
1427,12/6/2018,15,26.2,42,2.7,1977,12.2,1.59,0,0,Summer,No Holiday,Yes,376194
1714,12/6/2018,16,26.2,47,3.8,1996,13.9,2.45,0,0,Summer,No Holiday,Yes,461769
2270,12/6/2018,17,26.4,47,3,1976,14.1,1.76,0,0,Summer,No Holiday,Yes,658602
3404,12/6/2018,18,24.9,53,3.6,2000,14.6,1.28,0,0,Summer,No Holiday,Yes,590513
2873,12/6/2018,19,23.1,58,2.4,1997,14.3,0.59,0,0,Summer,No Holiday,Yes,862871
2579,12/6/2018,20,21.6,62,3.3,2000,13.9,0.09,0,0,Summer,No Holiday,Yes,296516
2505,12/6/2018,21,20.6,70,1.8,1986,14.9,0,0,0,Summer,No Holiday,Yes,298597
2309,12/6/2018,22,20,70,1,2000,14.3,0,0,0,Summer,No Holiday,Yes,715589
1657,12/6/2018,23,19.5,72,0.6,1989,14.3,0,0,0,Summer,No Holiday,Yes,359382
1274,13/6/2018,0,19.3,76,1.2,1968,14.9,0,0,0,Summer,No Holiday,Yes,232425
1088,13/6/2018,1,18.9,77,0.7,1987,14.7,0,0,0,Summer,No Holiday,Yes,663443
847,13/6/2018,2,18.4,75,0.6,1986,13.8,0,0,0,Summer,No Holiday,Yes,444870
591,13/6/2018,3,18.5,73,1,1951,13.5,0,0,0,Summer,No Holiday,Yes,539027
421,13/6/2018,4,18.7,74,0.9,1933,13.9,0,0,0,Summer,No Holiday,Yes,257076
290,13/6/2018,5,18.6,76,0.4,1957,14.2,0,0,0,Summer,No Holiday,Yes,866014
416,13/6/2018,6,18.7,75,0.9,1923,14.1,0.06,0,0,Summer,No Holiday,Yes,575951
657,13/6/2018,7,19.4,69,0.3,1277,13.5,0.42,0,0,Summer,No Holiday,Yes,419743
959,13/6/2018,8,20.7,65,1.5,1004,13.8,0.97,0,0,Summer,No Holiday,Yes,428575
1111,13/6/2018,9,22.6,59,1.6,1030,14.1,1.8,0,0,Summer,No Holiday,Yes,521449
1269,13/6/2018,10,23,57,2.2,1145,14,1.1,0,0,Summer,No Holiday,Yes,904095
1478,13/6/2018,11,24.5,51,1.5,1333,13.6,1.97,0,0,Summer,No Holiday,Yes,519182
1747,13/6/2018,12,24.5,56,2.3,1094,15.1,1.74,0,0,Summer,No Holiday,Yes,824367
1834,13/6/2018,13,24.9,52,1.8,1554,14.3,1.7,0,0,Summer,No Holiday,Yes,743734
2088,13/6/2018,14,26.6,50,2.4,1119,15.3,2.95,0,0,Summer,No Holiday,Yes,769686
2288,13/6/2018,15,25.5,50,2.2,1025,14.3,0.47,0,0,Summer,No Holiday,Yes,264443
2474,13/6/2018,16,25.8,50,1.7,1152,14.5,0.66,0,0,Summer,No Holiday,Yes,896187
2664,13/6/2018,17,25.6,57,3.3,919,16.4,0.87,0,0,Summer,No Holiday,Yes,177090
2479,13/6/2018,18,23.4,63,3.6,1245,15.9,0.5,0,0,Summer,No Holiday,Yes,120180
2404,13/6/2018,19,22.8,64,2.3,1444,15.6,0.45,0,0,Summer,No Holiday,Yes,600726
2276,13/6/2018,20,22.1,65,1.3,1611,15.2,0.09,0,0,Summer,No Holiday,Yes,820430
2166,13/6/2018,21,21.8,67,0,1485,15.3,0,0,0,Summer,No Holiday,Yes,579085
1934,13/6/2018,22,21.6,66,1.2,1438,14.9,0,0,0,Summer,No Holiday,Yes,557756
1394,13/6/2018,23,21.5,62,0.1,1827,13.9,0,0,0,Summer,No Holiday,Yes,589373
1217,16/6/2018,0,19,57,1.6,2000,10.2,0,0,0,Summer,No Holiday,Yes,564438
1056,16/6/2018,1,18.4,59,1.3,2000,10.2,0,0,0,Summer,No Holiday,Yes,249184
764,16/6/2018,2,17.9,60,0.8,2000,10,0,0,0,Summer,No Holiday,Yes,755605
518,16/6/2018,3,17.4,61,1.2,2000,9.7,0,0,0,Summer,No Holiday,Yes,125069
317,16/6/2018,4,16.9,63,1,2000,9.8,0,0,0,Summer,No Holiday,Yes,190189
277,16/6/2018,5,16.6,65,1.2,2000,9.9,0,0,0,Summer,No Holiday,Yes,390712
381,16/6/2018,6,16.3,66,0.7,2000,9.9,0.05,0,0,Summer,No Holiday,Yes,325152
583,16/6/2018,7,17,60,1.1,1993,9.1,0.47,0,0,Summer,No Holiday,Yes,364711
892,16/6/2018,8,18.7,57,1,1956,9.9,1.05,0,0,Summer,No Holiday,Yes,943089
1144,16/6/2018,9,20.4,54,1.5,2000,10.7,1.88,0,0,Summer,No Holiday,Yes,461943
1166,16/6/2018,10,21.8,46,0.9,1927,9.6,2.46,0,0,Summer,No Holiday,Yes,834074
1330,16/6/2018,11,23.4,46,1.6,1954,11.1,2.96,0,0,Summer,No Holiday,Yes,211041
1525,16/6/2018,12,24.8,43,1.2,1943,11.3,3.27,0,0,Summer,No Holiday,Yes,776467
1704,16/6/2018,13,26.2,37,1.2,1936,10.3,3.36,0,0,Summer,No Holiday,Yes,815383
1783,16/6/2018,14,27.1,40,1.8,1779,12.3,3.26,0,0,Summer,No Holiday,Yes,342346
1861,16/6/2018,15,27.8,41,1.6,1851,13.3,2.89,0,0,Summer,No Holiday,Yes,430481
1991,16/6/2018,16,28.3,41,2.6,1852,13.7,2.58,0,0,Summer,No Holiday,Yes,100429
2383,16/6/2018,17,28.4,43,2,1806,14.6,1.93,0,0,Summer,No Holiday,Yes,325467
2451,16/6/2018,18,28,46,2.3,1833,15.2,1.23,0,0,Summer,No Holiday,Yes,323643
2475,16/6/2018,19,27.2,48,1.4,1994,15.2,0.57,0,0,Summer,No Holiday,Yes,292519
2497,16/6/2018,20,25,60,2.4,1773,16.6,0.1,0,0,Summer,No Holiday,Yes,973009
2435,16/6/2018,21,23.7,64,1.7,1707,16.4,0,0,0,Summer,No Holiday,Yes,158509
1995,16/6/2018,22,22.8,69,1.7,1656,16.8,0,0,0,Summer,No Holiday,Yes,908048
1615,16/6/2018,23,22.1,73,1.6,1180,17,0,0,0,Summer,No Holiday,Yes,699077
1394,17/6/2018,0,21.5,76,1.4,1015,17,0,0,0,Summer,No Holiday,Yes,291242
929,17/6/2018,1,20.9,79,2,932,17.1,0,0,0,Summer,No Holiday,Yes,291835
755,17/6/2018,2,20.5,76,1.1,994,16.1,0,0,0,Summer,No Holiday,Yes,826638
491,17/6/2018,3,19.9,80,1.6,741,16.3,0,0,0,Summer,No Holiday,Yes,838376
304,17/6/2018,4,19.4,82,0.9,531,16.2,0,0,0,Summer,No Holiday,Yes,598936
238,17/6/2018,5,19,85,0.8,567,16.4,0,0,0,Summer,No Holiday,Yes,855561
324,17/6/2018,6,18.9,83,0.3,576,15.9,0.05,0,0,Summer,No Holiday,Yes,962127
475,17/6/2018,7,19.6,75,0.9,884,15,0.42,0,0,Summer,No Holiday,Yes,896500
715,17/6/2018,8,21.1,70,0.3,766,15.4,0.9,0,0,Summer,No Holiday,Yes,825827
944,17/6/2018,9,22.5,66,1.2,605,15.8,0.97,0,0,Summer,No Holiday,Yes,697354
953,17/6/2018,10,23,66,1.1,516,16.2,0.83,0,0,Summer,No Holiday,Yes,272059
1146,17/6/2018,11,23.6,63,0.7,523,16.1,0.93,0,0,Summer,No Holiday,Yes,210440
1422,17/6/2018,12,24.8,56,0.9,530,15.4,1.57,0,0,Summer,No Holiday,Yes,509965
1563,17/6/2018,13,25.7,52,1.1,639,15,1.81,0,0,Summer,No Holiday,Yes,240444
